物理站址名,归属,CI,子网ID,5G基站号-网元号,eNodeBID,SectorID-Eutran小区ID,CELLName,CellID-小区号,PCI,TAC,band,UplinkCenterCarrierFrequency,DownlinkCenterCarrierFrequency,下行信道带宽,网元名,经度,纬度,跟序列,方位角,业务IP地址,场景,站型,覆盖类型
三湾,盐都区,865262_11,320931,14594311,865262,11,YC_YD_ZX_三湾_FL9_A_1,11,144,20920,8,909.5,954.5,10(50RB)[3],YC_YD_ZX_三湾_FL9,120.07399,33.23013,28,0,1,1,宏站,1
三湾,盐都区,865262_21,320931,14594311,865262,21,YC_YD_ZX_三湾_FL9_B_1,21,145,20920,8,909.5,954.5,10(50RB)[3],YC_YD_ZX_三湾_FL9,120.07399,33.23013,35,120,1,1,宏站,1
三湾,盐都区,865262_31,320931,14594311,865262,31,YC_YD_ZX_三湾_FL9_C_1,31,146,20920,8,909.5,954.5,10(50RB)[3],YC_YD_ZX_三湾_FL9,120.07399,33.23013,9,240,1,1,宏站,1
裕华海防,大丰区,866069_11,320934,14594872,866069,11,YC_DF_ZX_裕华海防_FL9_A_1,11,90,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_裕华海防_FL9,120.573421,33.224581,21,0,1,1,宏站,1
裕华海防,大丰区,866069_21,320934,14594872,866069,21,YC_DF_ZX_裕华海防_FL9_B_1,21,91,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_裕华海防_FL9,120.573421,33.224581,28,120,1,1,宏站,1
裕华海防,大丰区,866069_31,320934,14594872,866069,31,YC_DF_ZX_裕华海防_FL9_C_1,31,92,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_裕华海防_FL9,120.573421,33.224581,35,240,1,1,宏站,1
川东闸,大丰区,865212_21,320934,14594824,865212,21,YC_DF_ZX_川东闸_FL9_BA_1,21,142,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_川东闸_FL9,120.794653,33.056319,49,120,1,1,宏站,1
川东闸,大丰区,865212_31,320934,14594824,865212,31,YC_DF_ZX_川东闸_FL9_C_1,31,143,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_川东闸_FL9,120.794653,33.056319,56,240,1,1,宏站,1
滨海县_H5滨海新生港闸沿海_宏站型,滨海县,866101_11,320936,14595376,866101,11,YC_BH_ZX_滨海县H5滨海新生港闸沿海_FL9_A_1,11,486,20925,8,909.5,954.5,10(50RB)[3],YC_BH_ZX_滨海县H5滨海新生港闸沿海_FL9,120.149101,34.353161,280,120,1,1,宏站,1
滨海县_H5滨海新生港闸沿海_宏站型,滨海县,866101_21,320936,14595376,866101,21,YC_BH_ZX_滨海县H5滨海新生港闸沿海_FL9_B_1,21,487,20925,8,909.5,954.5,10(50RB)[3],YC_BH_ZX_滨海县H5滨海新生港闸沿海_FL9,120.149101,34.353161,284,200,1,1,宏站,1
滨海县_H5滨海新生港闸沿海_宏站型,滨海县,866101_31,320936,14595376,866101,31,YC_BH_ZX_滨海县H5滨海新生港闸沿海_FL9_C_1,31,488,20925,8,909.5,954.5,10(50RB)[3],YC_BH_ZX_滨海县H5滨海新生港闸沿海_FL9,120.149101,34.353161,288,290,1,1,宏站,1
蒋营收成村,建湖县,865511_21,320939,14596110,865511,21,YC_JH_ZX_蒋营收成村_FL9_B_1,21,262,20923,8,909.5,954.5,10(50RB)[3],YC_JH_ZX_蒋营收成村_FL9,119.653611,33.440486,28,120,1,1,宏站,1
蒋营收成村,建湖县,865511_31,320939,14596110,865511,31,YC_JH_ZX_蒋营收成村_FL9_CA_1,31,263,20923,8,909.5,954.5,10(50RB)[3],YC_JH_ZX_蒋营收成村_FL9,119.653611,33.440486,35,240,1,1,宏站,1
南阳祥北,大丰区,865671_11,320934,14594852,865671,11,YC_DF_ZX_南阳祥北_FL9_A_1,11,294,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_南阳祥北_FL9,120.534161,33.106661,0,0,1,1,宏站,1
南阳祥北,大丰区,865671_21,320934,14594852,865671,21,YC_DF_ZX_南阳祥北_FL9_B_1,21,295,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_南阳祥北_FL9,120.534161,33.106661,7,120,1,1,宏站,1
南阳祥北,大丰区,865671_31,320934,14594852,865671,31,YC_DF_ZX_南阳祥北_FL9_C_1,31,296,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_南阳祥北_FL9,120.534161,33.106661,14,240,1,1,宏站,1
北龙港庆西,盐都区,865149_11,320931,14594309,865149,11,YC_YD_ZX_北龙港庆西_FL9_A_1,11,81,20920,8,909.5,954.5,10(50RB)[3],YC_YD_ZX_北龙港庆西_FL9,119.745691,33.243281,7,0,1,1,宏站,1
北龙港庆西,盐都区,865149_21,320931,14594309,865149,21,YC_YD_ZX_北龙港庆西_FL9_B_1,21,82,20920,8,909.5,954.5,10(50RB)[3],YC_YD_ZX_北龙港庆西_FL9,119.745691,33.243281,14,120,1,1,宏站,1
北龙港庆西,盐都区,865149_31,320931,14594309,865149,31,YC_YD_ZX_北龙港庆西_FL9_C_1,31,83,20920,8,909.5,954.5,10(50RB)[3],YC_YD_ZX_北龙港庆西_FL9,119.745691,33.243281,21,240,1,1,宏站,1
建湖县_梅苏回迁房_宏站型,建湖县,865402_11,320939,14596104,865402,11,YC_JH_ZX_建湖梅苏回迁房_FL9_A_1,11,297,20923,8,909.5,954.5,10(50RB)[3],YC_JH_ZX_建湖梅苏回迁房_FL9,119.690849,33.417732,0,0,1,1,宏站,1
建湖县_梅苏回迁房_宏站型,建湖县,865402_21,320939,14596104,865402,21,YC_JH_ZX_建湖梅苏回迁房_FL9_B_1,21,298,20923,8,909.5,954.5,10(50RB)[3],YC_JH_ZX_建湖梅苏回迁房_FL9,119.690849,33.417732,7,120,1,1,宏站,1
建湖县_梅苏回迁房_宏站型,建湖县,865402_31,320939,14596104,865402,31,YC_JH_ZX_建湖梅苏回迁房_FL9_C_1,31,299,20923,8,909.5,954.5,10(50RB)[3],YC_JH_ZX_建湖梅苏回迁房_FL9,119.690849,33.417732,14,240,1,1,宏站,1
范公灶南,东台市,866512_11,320933,14594572,866512,11,YC_DT_ZX_范公灶南_FL9_A_1,11,369,20922,8,909.5,954.5,10(50RB)[3],YC_DT_ZX_范公灶南_FL9,120.374861,32.807881,0,0,1,1,宏站,1
范公灶南,东台市,866512_21,320933,14594572,866512,21,YC_DT_ZX_范公灶南_FL9_B_1,21,370,20922,8,909.5,954.5,10(50RB)[3],YC_DT_ZX_范公灶南_FL9,120.374861,32.807881,7,120,1,1,宏站,1
范公灶南,东台市,866512_31,320933,14594572,866512,31,YC_DT_ZX_范公灶南_FL9_C_1,31,371,20922,8,909.5,954.5,10(50RB)[3],YC_DT_ZX_范公灶南_FL9,120.374861,32.807881,14,240,1,1,宏站,1
洋马东移,射阳县,866041_11,320938,14595871,866041,11,YC_SY_ZX_洋马东移_FL9_AC_1,11,312,20924,8,909.5,954.5,10(50RB)[3],YC_SY_ZX_洋马东移_FL9,120.406788,33.597946,0,20,1,1,宏站,1
洋马东移,射阳县,866041_21,320938,14595871,866041,21,YC_SY_ZX_洋马东移_FL9_B_1,21,313,20924,8,909.5,954.5,10(50RB)[3],YC_SY_ZX_洋马东移_FL9,120.406788,33.597946,7,140,1,1,宏站,1
秦南桑侍村,盐都区,866098_21,320931,14594352,866098,21,YC_YD_ZX_秦南桑侍村_FL9_BA_1,21,457,20920,8,909.5,954.5,10(50RB)[3],YC_YD_ZX_秦南桑侍村_FL9,119.932688,33.270016,164,120,1,1,宏站,1
秦南桑侍村,盐都区,866098_31,320931,14594352,866098,31,YC_YD_ZX_秦南桑侍村_FL9_C_1,31,458,20920,8,909.5,954.5,10(50RB)[3],YC_YD_ZX_秦南桑侍村_FL9,119.932688,33.270016,168,240,1,1,宏站,1
富安竹林,东台市,865365_11,320933,14594574,865365,11,YC_DT_ZX_富安竹林_FL9_AB_1,11,324,20922,8,909.5,954.5,10(50RB)[3],YC_DT_ZX_富安竹林_FL9,120.430521,32.695901,0,0,1,1,宏站,1
富安竹林,东台市,865365_31,320933,14594574,865365,31,YC_DT_ZX_富安竹林_FL9_C_1,31,326,20922,8,909.5,954.5,10(50RB)[3],YC_DT_ZX_富安竹林_FL9,120.430521,32.695901,35,240,1,1,宏站,1
杨成,建湖县,866029_21,320939,14596129,866029,21,YC_JH_ZX_杨成_FL9_BA_1,21,25,20923,8,909.5,954.5,10(50RB)[3],YC_JH_ZX_杨成_FL9,119.878779,33.367919,14,140,1,1,宏站,1
杨成,建湖县,866029_31,320939,14596129,866029,31,YC_JH_ZX_杨成_FL9_C_1,31,26,20923,8,909.5,954.5,10(50RB)[3],YC_JH_ZX_杨成_FL9,119.878779,33.367919,21,280,1,1,宏站,1
高作光明村,建湖县,865400_11,320939,14596103,865400,11,YC_JH_ZX_高作光明村_FL9_A_1,11,24,20923,8,909.5,954.5,10(50RB)[3],YC_JH_ZX_高作光明村_FL9,119.746461,33.560931,0,0,1,1,宏站,1
高作光明村,建湖县,865400_21,320939,14596103,865400,21,YC_JH_ZX_高作光明村_FL9_BC_1,21,25,20923,8,909.5,954.5,10(50RB)[3],YC_JH_ZX_高作光明村_FL9,119.746461,33.560931,7,120,1,1,宏站,1
合德淮海村,射阳县,865456_11,320938,14595847,865456,11,YC_SY_ZX_合德淮海村_FL9_A_1,11,315,20924,8,909.5,954.5,10(50RB)[3],YC_SY_ZX_合德淮海村_FL9,120.258901,33.744401,7,0,1,1,宏站,1
合德淮海村,射阳县,865456_21,320938,14595847,865456,21,YC_SY_ZX_合德淮海村_FL9_B_1,21,316,20924,8,909.5,954.5,10(50RB)[3],YC_SY_ZX_合德淮海村_FL9,120.258901,33.744401,14,120,1,1,宏站,1
合德淮海村,射阳县,865456_31,320938,14595847,865456,31,YC_SY_ZX_合德淮海村_FL9_C_1,31,317,20924,8,909.5,954.5,10(50RB)[3],YC_SY_ZX_合德淮海村_FL9,120.258901,33.744401,28,240,1,1,宏站,1
许河杨河,东台市,865983_11,320933,14594619,865983,11,YC_DT_ZX_许河杨河_FL9_A_1,11,264,20922,8,909.5,954.5,10(50RB)[3],YC_DT_ZX_许河杨河_FL9,120.590951,32.727141,42,0,1,1,宏站,1
许河杨河,东台市,865983_21,320933,14594619,865983,21,YC_DT_ZX_许河杨河_FL9_B_1,21,265,20922,8,909.5,954.5,10(50RB)[3],YC_DT_ZX_许河杨河_FL9,120.590951,32.727141,49,120,1,1,宏站,1
许河杨河,东台市,865983_31,320933,14594619,865983,31,YC_DT_ZX_许河杨河_FL9_C_1,31,266,20922,8,909.5,954.5,10(50RB)[3],YC_DT_ZX_许河杨河_FL9,120.590951,32.727141,56,240,1,1,宏站,1
大丰市_竹港闸_宏站型,大丰区,866154_11,320934,14594894,866154,11,YC_DF_ZX_大丰市竹港闸_FL9_AB_1,11,396,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_大丰市竹港闸_FL9,120.779401,33.121671,752,30,1,1,宏站,1
大丰市_竹港闸_宏站型,大丰区,866154_31,320934,14594894,866154,31,YC_DF_ZX_大丰市竹港闸_FL9_C_1,31,398,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_大丰市竹港闸_FL9,120.779401,33.121671,760,230,1,1,宏站,1
庆丰北秦村,建湖县,865706_21,320939,14596116,865706,21,YC_JH_ZX_庆丰北秦村_FL9_BA_1,21,322,20923,8,909.5,954.5,10(50RB)[3],YC_JH_ZX_庆丰北秦村_FL9,119.901981,33.468191,7,120,1,1,宏站,1
庆丰北秦村,建湖县,865706_31,320939,14596116,865706,31,YC_JH_ZX_庆丰北秦村_FL9_C_1,31,323,20923,8,909.5,954.5,10(50RB)[3],YC_JH_ZX_庆丰北秦村_FL9,119.901981,33.468191,14,240,1,1,宏站,1
响水三圩盐场(大功率),响水县,865918_11,320935,14595090,865918,11,YC_XS_ZX_响水三圩盐场(大功率)_FL9_A_1,11,39,20409,8,909.5,954.5,10(50RB)[3],YC_XS_ZX_响水三圩盐场(大功率)_FL9,119.897121,34.418241,0,0,1,1,宏站,1
响水三圩盐场(大功率),响水县,865918_21,320935,14595090,865918,21,YC_XS_ZX_响水三圩盐场(大功率)_FL9_B_1,21,40,20409,8,909.5,954.5,10(50RB)[3],YC_XS_ZX_响水三圩盐场(大功率)_FL9,119.897121,34.418241,7,120,1,1,宏站,1
响水三圩盐场(大功率),响水县,865918_31,320935,14595090,865918,31,YC_XS_ZX_响水三圩盐场(大功率)_FL9_C_1,31,41,20409,8,909.5,954.5,10(50RB)[3],YC_XS_ZX_响水三圩盐场(大功率)_FL9,119.897121,34.418241,14,240,1,1,宏站,1
西团龙窑,大丰区,865916_11,320934,14594867,865916,11,YC_DF_ZX_西团龙窑_FL9_A_1,11,348,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_西团龙窑_FL9,120.382141,33.136021,7,0,1,1,宏站,1
西团龙窑,大丰区,865916_21,320934,14594867,865916,21,YC_DF_ZX_西团龙窑_FL9_BC_1,21,349,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_西团龙窑_FL9,120.382141,33.136021,14,120,1,1,宏站,1
范工潘社,东台市,866505_21,320933,14594571,866505,21,YC_DT_ZX_范工潘社_FL9_B_1,21,244,20922,8,909.5,954.5,10(50RB)[3],YC_DT_ZX_范工潘社_FL9,120.375281,32.822431,77,120,1,1,宏站,1
范工潘社,东台市,866505_31,320933,14594571,866505,31,YC_DT_ZX_范工潘社_FL9_CA_1,31,245,20922,8,909.5,954.5,10(50RB)[3],YC_DT_ZX_范工潘社_FL9,120.375281,32.822431,84,240,1,1,宏站,1
建湖县盐连_建湖冈东村新五组,建湖县,865497_11,320939,14596101,865497,11,YC_JH_ZX_建湖县盐连_建湖冈东村新五组_FL9_AC_1,11,366,20923,8,909.5,954.5,10(50RB)[3],YC_JH_ZX_建湖县盐连_建湖冈东村新五组_FL9,120.022862,33.665027,35,95,1,1,宏站,1
建湖县盐连_建湖冈东村新五组,建湖县,865497_21,320939,14596101,865497,21,YC_JH_ZX_建湖县盐连_建湖冈东村新五组_FL9_B_1,21,367,20923,8,909.5,954.5,10(50RB)[3],YC_JH_ZX_建湖县盐连_建湖冈东村新五组_FL9,120.022862,33.665027,42,175,1,1,宏站,1
大丰市_建设村_宏站型,大丰区,866417_11,320934,14594878,866417,11,YC_DF_ZX_大丰市建设村_FL9_A_1,11,357,20916,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_大丰市建设村_FL9,120.410823,33.230516,596,0,1,1,宏站,1
大丰市_建设村_宏站型,大丰区,866417_21,320934,14594878,866417,21,YC_DF_ZX_大丰市建设村_FL9_B_1,21,358,20916,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_大丰市建设村_FL9,120.410823,33.230516,600,120,1,1,宏站,1
大丰市_建设村_宏站型,大丰区,866417_31,320934,14594878,866417,31,YC_DF_ZX_大丰市建设村_FL9_C_1,31,359,20916,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_大丰市建设村_FL9,120.410823,33.230516,604,240,1,1,宏站,1
海丰农场,大丰区,865438_11,320934,14594840,865438,11,YC_DF_ZX_海丰农场_FL9_AC_1,11,45,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_海丰农场_FL9,120.565764,33.326389,0,0,1,1,宏站,1
海丰农场,大丰区,865438_21,320934,14594840,865438,21,YC_DF_ZX_海丰农场_FL9_B_1,21,46,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_海丰农场_FL9,120.565764,33.326389,7,100,1,1,宏站,1
阜宁县_通榆河大桥_宏站型,阜宁县,866211_11,320937,14595640,866211,11,YC_FN_ZX_阜宁县通榆河大桥_FL9_A_1,11,369,20926,8,909.5,954.5,10(50RB)[3],YC_FN_ZX_阜宁北陈BBU1_FL9,119.856491,33.748451,644,0,1,1,宏站,1
阜宁县_通榆河大桥_宏站型,阜宁县,866211_21,320937,14595640,866211,21,YC_FN_ZX_阜宁县通榆河大桥_FL9_B_1,21,370,20926,8,909.5,954.5,10(50RB)[3],YC_FN_ZX_阜宁北陈BBU1_FL9,119.856491,33.748451,648,120,1,1,宏站,1
阜宁县_通榆河大桥_宏站型,阜宁县,866211_31,320937,14595640,866211,31,YC_FN_ZX_阜宁县通榆河大桥_FL9_C_1,31,371,20926,8,909.5,954.5,10(50RB)[3],YC_FN_ZX_阜宁北陈BBU1_FL9,119.856491,33.748451,652,240,1,1,宏站,1
郭猛薛庄,盐都区,865433_11,320931,14594316,865433,11,YC_YD_ZX_郭猛薛庄_FL9_A_1,11,264,20920,8,909.5,954.5,10(50RB)[3],YC_YD_ZX_郭猛薛庄_FL9,120.013361,33.309711,0,20,1,1,宏站,1
郭猛薛庄,盐都区,865433_21,320931,14594316,865433,21,YC_YD_ZX_郭猛薛庄_FL9_B_1,21,265,20920,8,909.5,954.5,10(50RB)[3],YC_YD_ZX_郭猛薛庄_FL9,120.013361,33.309711,7,130,1,1,宏站,1
郭猛薛庄,盐都区,865433_31,320931,14594316,865433,31,YC_YD_ZX_郭猛薛庄_FL9_C_1,31,266,20920,8,909.5,954.5,10(50RB)[3],YC_YD_ZX_郭猛薛庄_FL9,120.013361,33.309711,14,250,1,1,宏站,1
白驹驾校,大丰区,865129_11,320934,14594819,865129,11,YC_DF_ZX_白驹驾校_FL9_AB_1,11,378,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_白驹驾校_FL9,120.308125,33.031011,0,0,1,1,宏站,1
白驹驾校,大丰区,865129_31,320934,14594819,865129,31,YC_DF_ZX_白驹驾校_FL9_C_1,31,380,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_白驹驾校_FL9,120.308125,33.031011,14,240,1,1,宏站,1
沿河匡苏,建湖县,866001_11,320939,14596127,866001,11,YC_JH_ZX_沿河匡苏_FL9_A_1,11,117,20923,8,909.5,954.5,10(50RB)[3],YC_JH_ZX_沿河匡苏_FL9,119.809821,33.387461,7,0,1,1,宏站,1
沿河匡苏,建湖县,866001_31,320939,14596127,866001,31,YC_JH_ZX_沿河匡苏_FL9_CB_1,31,119,20923,8,909.5,954.5,10(50RB)[3],YC_JH_ZX_沿河匡苏_FL9,119.809821,33.387461,21,240,1,1,宏站,1
麋鹿保护区,大丰区,865626_21,320934,14594846,865626,21,YC_DF_ZX_麋鹿保护区_FL9_B_1,21,88,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_麋鹿保护区_FL9,120.810001,32.998401,49,120,1,1,宏站,1
麋鹿保护区,大丰区,865626_31,320934,14594846,865626,31,YC_DF_ZX_麋鹿保护区_FL9_CA_1,31,89,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_麋鹿保护区_FL9,120.810001,32.998401,56,240,1,1,宏站,1
响水陈港二,响水县,866437_11,320935,14595102,866437,11,YC_XS_ZX_响水陈港二_FL9_A_1,11,63,20409,8,909.5,954.5,10(50RB)[3],YC_XS_ZX_响水陈港二_FL9,119.808501,34.391681,0,340,1,1,宏站,1
响水陈港二,响水县,866437_21,320935,14595102,866437,21,YC_XS_ZX_响水陈港二_FL9_B_1,21,64,20409,8,909.5,954.5,10(50RB)[3],YC_XS_ZX_响水陈港二_FL9,119.808501,34.391681,7,120,1,1,宏站,1
响水陈港二,响水县,866437_31,320935,14595102,866437,31,YC_XS_ZX_响水陈港二_FL9_C_1,31,65,20409,8,909.5,954.5,10(50RB)[3],YC_XS_ZX_响水陈港二_FL9,119.808501,34.391681,14,240,1,1,宏站,1
高作马楼,建湖县,866423_11,320939,14596161,866423,11,YC_JH_ZX_高作马楼_FL9_A_1,11,462,20923,8,909.5,954.5,10(50RB)[3],YC_JH_ZX_高作马楼_FL9,119.771588,33.592262,184,0,1,1,宏站,1
高作马楼,建湖县,866423_21,320939,14596161,866423,21,YC_JH_ZX_高作马楼_FL9_B_1,21,463,20923,8,909.5,954.5,10(50RB)[3],YC_JH_ZX_高作马楼_FL9,119.771588,33.592262,188,120,1,1,宏站,1
高作马楼,建湖县,866423_31,320939,14596161,866423,31,YC_JH_ZX_高作马楼_FL9_C_1,31,464,20923,8,909.5,954.5,10(50RB)[3],YC_JH_ZX_高作马楼_FL9,119.771588,33.592262,192,240,1,1,宏站,1
荡中,建湖县,865276_11,320939,14596099,865276,11,YC_JH_ZX_荡中_FL9_A_1,11,330,20923,8,909.5,954.5,10(50RB)[3],YC_JH_ZX_荡中_FL9,119.686319,33.499514,0,0,1,1,宏站,1
荡中,建湖县,865276_31,320939,14596099,865276,31,YC_JH_ZX_荡中_FL9_CB_1,31,332,20923,8,909.5,954.5,10(50RB)[3],YC_JH_ZX_荡中_FL9,119.686319,33.499514,14,240,1,1,宏站,1
北蒋合心村,盐都区,865146_11,320931,14594330,865146,11,YC_YD_ZX_北蒋合心村_FL9_A_1,11,249,20920,8,909.5,954.5,10(50RB)[3],YC_YD_ZX_北蒋合心村_FL9,120.001631,33.283161,21,0,1,1,宏站,1
北蒋合心村,盐都区,865146_21,320931,14594330,865146,21,YC_YD_ZX_北蒋合心村_FL9_B_1,21,250,20920,8,909.5,954.5,10(50RB)[3],YC_YD_ZX_北蒋合心村_FL9,120.001631,33.283161,28,120,1,1,宏站,1
北蒋合心村,盐都区,865146_31,320931,14594330,865146,31,YC_YD_ZX_北蒋合心村_FL9_C_1,31,251,20920,8,909.5,954.5,10(50RB)[3],YC_YD_ZX_北蒋合心村_FL9,120.001631,33.283161,35,240,1,1,宏站,1
方强长坍村,大丰区,865323_11,320934,14594838,865323,11,YC_DF_ZX_方强长坍村_FL9_A_1,11,231,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_方强长坍村_FL9,120.382001,33.368201,21,0,1,1,宏站,1
方强长坍村,大丰区,865323_21,320934,14594838,865323,21,YC_DF_ZX_方强长坍村_FL9_B_1,21,232,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_方强长坍村_FL9,120.382001,33.368201,28,120,1,1,宏站,1
方强长坍村,大丰区,865323_31,320934,14594838,865323,31,YC_DF_ZX_方强长坍村_FL9_C_1,31,233,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_方强长坍村_FL9,120.382001,33.368201,35,240,1,1,宏站,1
小海段高速,大丰区,865931_11,320934,14594868,865931,11,YC_DF_ZX_小海段高速_FL9_A_1,11,330,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_小海段高速_FL9,120.396001,33.055801,0,0,1,1,宏站,1
小海段高速,大丰区,865931_21,320934,14594868,865931,21,YC_DF_ZX_小海段高速_FL9_B_1,21,331,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_小海段高速_FL9,120.396001,33.055801,42,120,1,1,宏站,1
小海段高速,大丰区,865931_31,320934,14594868,865931,31,YC_DF_ZX_小海段高速_FL9_C_1,31,332,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_小海段高速_FL9,120.396001,33.055801,49,240,1,1,宏站,1
特庸段高速,射阳县,865864_21,320938,14595867,865864,21,YC_SY_ZX_特庸段高速_FL9_B_1,21,289,20924,8,909.5,954.5,10(50RB)[3],YC_SY_ZX_特庸段高速_FL9,120.225981,33.519291,35,120,1,1,宏站,1
特庸段高速,射阳县,865864_31,320938,14595867,865864,31,YC_SY_ZX_特庸段高速_FL9_CA_1,31,290,20924,8,909.5,954.5,10(50RB)[3],YC_SY_ZX_特庸段高速_FL9,120.225981,33.519291,49,240,1,1,宏站,1
海丰卞团村,东台市,865435_11,320933,14594577,865435,11,YC_DT_ZX_海丰卞团村_FL9_A_1,11,360,20922,8,909.5,954.5,10(50RB)[3],YC_DT_ZX_海丰卞团村_FL9,120.415001,32.923501,28,0,1,1,宏站,1
海丰卞团村,东台市,865435_21,320933,14594577,865435,21,YC_DT_ZX_海丰卞团村_FL9_B_1,21,361,20922,8,909.5,954.5,10(50RB)[3],YC_DT_ZX_海丰卞团村_FL9,120.415001,32.923501,35,120,1,1,宏站,1
海丰卞团村,东台市,865435_31,320933,14594577,865435,31,YC_DT_ZX_海丰卞团村_FL9_C_1,31,362,20922,8,909.5,954.5,10(50RB)[3],YC_DT_ZX_海丰卞团村_FL9,120.415001,32.923501,42,240,1,1,宏站,1
南阳东旺村,大丰区,866427_11,320934,14594876,866427,11,YC_DF_ZX_南阳东旺村_FL9_A_1,11,417,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_南阳东旺村_FL9,120.575141,33.154731,4,0,1,1,宏站,1
南阳东旺村,大丰区,866427_21,320934,14594876,866427,21,YC_DF_ZX_南阳东旺村_FL9_B_1,21,418,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_南阳东旺村_FL9,120.575141,33.154731,8,120,1,1,宏站,1
南阳东旺村,大丰区,866427_31,320934,14594876,866427,31,YC_DF_ZX_南阳东旺村_FL9_C_1,31,419,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_南阳东旺村_FL9,120.575141,33.154731,12,240,1,1,宏站,1
海河巨星村,射阳县,865441_11,320938,14595845,865441,11,YC_SY_ZX_海河巨星村_FL9_A_1,11,60,20924,8,909.5,954.5,10(50RB)[3],YC_SY_ZX_海河巨星村_FL9,120.084921,33.723681,0,0,1,1,宏站,1
海河巨星村,射阳县,865441_21,320938,14595845,865441,21,YC_SY_ZX_海河巨星村_FL9_B_1,21,61,20924,8,909.5,954.5,10(50RB)[3],YC_SY_ZX_海河巨星村_FL9,120.084921,33.723681,7,120,1,1,宏站,1
海河巨星村,射阳县,865441_31,320938,14595845,865441,31,YC_SY_ZX_海河巨星村_FL9_C_1,31,62,20924,8,909.5,954.5,10(50RB)[3],YC_SY_ZX_海河巨星村_FL9,120.084921,33.723681,14,240,1,1,宏站,1
万盈利民村,大丰区,865898_11,320934,14594864,865898,11,YC_DF_ZX_万盈利民村_FL9_AB_1,11,6,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_万盈利民村_FL9,120.616001,33.059101,7,0,1,1,宏站,1
万盈利民村,大丰区,865898_31,320934,14594864,865898,31,YC_DF_ZX_万盈利民村_FL9_C_1,31,8,20927,8,909.5,954.5,10(50RB)[3],YC_DF_ZX_万盈利民村_FL9,120.616001,33.059101,42,240,1,1,宏站,1
中兴东北,盐都区,866081_41,320931,14594329,866081,41,YC_YD_ZX_中兴东北_FL9_A_1,41,36,20920,8,909.5,954.5,10(50RB)[3],YC_YD_ZX_西港别墅区_FL9,119.928601,33.352001,0,0,1,1,宏站,1
中兴东北,盐都区,866081_51,320931,14594329,866081,51,YC_YD_ZX_中兴东北_FL9_B_1,51,37,20920,8,909.5,954.5,10(50RB)[3],YC_YD_ZX_西港别墅区_FL9,119.928601,33.352001,28,120,1,1,宏站,1
中兴东北,盐都区,866081_61,320931,14594329,866081,61,YC_YD_ZX_中兴东北_FL9_C_1,61,38,20920,8,909.5,954.5,10(50RB)[3],YC_YD_ZX_西港别墅区_FL9,119.928601,33.352001,35,240,1,1,宏站,1
平建新建村,响水县,865681_11,320935,14595083,865681,11,YC_XS_ZX_平建新建村_FL9_A_1,11,129,20409,8,909.5,954.5,10(50RB)[3],YC_XS_ZX_平建新建村_FL9,119.857801,34.217001,21,0,1,1,宏站,1
平建新建村,响水县,865681_21,320935,14595083,865681,21,YC_XS_ZX_平建新建村_FL9_B_1,21,130,20409,8,909.5,954.5,10(50RB)[3],YC_XS_ZX_平建新建村_FL9,119.857801,34.217001,28,120,1,1,宏站,1
平建新建村,响水县,865681_31,320935,14595083,865681,31,YC_XS_ZX_平建新建村_FL9_C_1,31,131,20409,8,909.5,954.5,10(50RB)[3],YC_XS_ZX_平建新建村_FL9,119.857801,34.217001,35,240,1,1,宏站,1
